movieId,title,genres,tmdbId,language,release_year,country
6799,By the Sword (1991),Drama,42570,en,1991,United States of America
6800,Cobra (1986),Action|Crime,9874,en,1986,United States of America
6801,"Common Wealth (Comunidad, La) (2000)",Comedy|Thriller,11477,es,2000,Spain
6802,Consenting Adults (1992),Thriller,37753,en,1992,United States of America
6803,Phenomena (a.k.a. Creepers) (1985),Horror|Mystery|Thriller,29161,en,1985,Italy
6804,Crimewave (1985),Comedy|Crime,21627,en,1985,United States of America
6805,Crying Freeman (1995),Action|Crime|Thriller,9501,en,1995,Canada
6806,Time and Tide (Seunlau Ngaklau) (2000),Action|Crime|Thriller,49291,cn,2000,Hong Kong
6807,Monty Python's The Meaning of Life (1983),Comedy,4543,en,1983,United Kingdom
6808,Where Eagles Dare (1968),Action|Adventure|War,11046,en,1968,United Kingdom
6809,Tightrope (1984),Thriller,11707,en,1984,United States of America
6810,Sleeping with the Enemy (1991),Drama|Thriller,7442,en,1991,United States of America
6811,PCU (1994),Comedy,14425,en,1994,United States of America
6812,"Rookie, The (1990)",Action|Comedy|Thriller,6723,en,1990,United States of America
6813,"Ghost and Mr. Chicken, The (1966)",Comedy|Romance,13343,en,1966,United States of America
6814,City Heat (1984),Action|Comedy,16969,en,1984,United States of America
6815,Into the Night (1985),Action|Comedy|Drama|Thriller,11338,en,1985,United States of America
6816,Three O'Clock High (1987),Comedy,13339,en,1987,United States of America
6817,"White Hunter, Black Heart (1990)",Adventure|Drama,28761,en,1990,United States of America
6818,Come and See (Idi i smotri) (1985),Drama|War,25237,ru,1985,Soviet Union
6819,"Rage in Harlem, A (1991)",Crime,41780,en,1991,United Kingdom
6820,Ginger Snaps (2000),Drama|Horror|Thriller,9871,en,2000,Canada
6821,More American Graffiti (1979),Comedy,33258,en,1979,United States of America
6822,"Ballad of Little Jo, The (1993)",Drama|Western,71940,en,1993,United States of America
6823,Under Suspicion (1992),Crime|Drama|Thriller,26850,en,1991,United Kingdom
6824,Ruby (1992),Crime|Drama,70709,en,1992,United States of America
6825,"Reluctant Astronaut, The (1967)",Comedy,36855,en,1967,United States of America
6826,"Shakiest Gun in the West, The (1968)",Comedy|Western,20238,en,1968,United States of America
6827,It's Pat (1994),Comedy,33783,en,1994,United States of America
6828,"Sunday in the Country, A (Un dimanche à la campagne) (1984)",Drama,163549,en,1974,United Kingdom
6829,"Gun in Betty Lou's Handbag, The (1992)",Comedy|Mystery,47898,en,1992,United States of America
6830,Sudden Fear (1952),Film-Noir|Horror|Thriller,19171,en,1952,United States of America
6831,Nobody's Baby (2001),Comedy,48345,en,2001,United States of America
6832,Regarding Henry (1991),Drama,11364,en,1991,United States of America
6833,"Debut, The (2000)",Comedy|Drama,38135,en,2000,United States of America
6834,Wilder Napalm (1993),Comedy|Fantasy|Romance,55950,en,1993,United States of America
6835,Alien Contamination (1980),Action|Horror|Sci-Fi,39916,en,1980,Germany
6836,"Amazing Transparent Man, The (1960)",Sci-Fi,31634,en,1960,United States of America
6837,Love Affair (1939),Comedy|Drama|Romance,43739,en,1939,United States of America
6838,Once in the Life (2000),Crime|Drama,45203,en,2000,United States of America
6839,All I Want (Try Seventeen) (2002),Comedy|Drama|Romance,14874,en,2002,Canada
6840,"Hospital, The (1971)",Comedy|Drama,32082,en,1971,United States of America
6841,Article 99 (1992),Comedy|Drama,25269,en,1992,United States of America
6842,Images (1972),Drama|Fantasy|Horror,29449,en,1972,United States of America
6843,Eureka (1986),Drama,37943,en,1983,United Kingdom
6844,Oleanna (1994),Drama,33633,en,1994,United Kingdom
6845,Chattahoochee (1989),Drama,86763,en,1990,United States of America
6846,Tough Guys Don't Dance (1987),Drama,78146,en,1987,United States of America
6847,There Goes My Baby (1994),Comedy|Drama,88641,en,1994,United States of America
6848,Kingdom of the Spiders (1977),Horror|Sci-Fi,30315,en,1977,United States of America
6849,Scrooge (1970),Drama|Fantasy|Musical,13765,en,1970,United Kingdom
6850,Leap of Faith (1992),Comedy|Drama,12772,en,1992,United States of America
6851,"Gas, Food, Lodging (1992)",Drama|Romance,47866,en,1992,United States of America
6852,In Cold Blood (1967),Crime|Drama,18900,en,1967,United States of America
6853,Campus Man (1987),Comedy,73265,en,1987,
6854,"Bedford Incident, The (1965)",Drama|Thriller|War,17744,en,1965,United Kingdom
6855,"Murderous Maids (Blessures assassines, Les) (2000)",Drama,62124,fr,2000,France
6856,Yankee Doodle Dandy (1942),Drama|Musical,3087,en,1942,United States of America
6857,Ninja Scroll (Jûbei ninpûchô) (1995),Action|Adventure|Animation|Fantasy,14282,ja,1993,Japan
6858,Knife in the Water (Nóz w wodzie) (1962),Drama,11502,pl,1962,Poland
6859,"Devil and Daniel Webster, The (All That Money Can Buy) (1941)",Drama|Fantasy,29451,en,1941,United States of America
6860,Mobsters (1991),Crime|Drama,21219,en,1991,United States of America
6861,Charlotte Sometimes (2002),Drama|Romance,116094,en,2002,
6862,Out of Time (2003),Crime|Drama|Thriller,2116,en,2003,United States of America
6863,School of Rock (2003),Comedy|Musical,1584,en,2003,Germany
6864,"Concert for George, The (2003)",Documentary|Musical,28236,en,2003,United States of America
6865,"Event, The (2003)",Drama,40945,en,2003,Canada
6866,Nine Dead Gay Guys (2003),Comedy|Crime,19555,en,2003,United Kingdom
6867,"Station Agent, The (2003)",Comedy|Drama,2056,en,2003,United States of America
6868,Wonderland (2003),Crime|Drama|Mystery|Thriller,4997,en,2003,Canada
6869,Bus 174 (Ônibus 174) (2002),Crime|Documentary,8439,pt,2002,Brazil
6870,Mystic River (2003),Crime|Drama|Mystery,322,en,2003,United States of America
6871,Good Boy! (2003),Children|Comedy|Sci-Fi,21765,en,2003,United States of America
6872,"House of the Dead, The (2003)",Action|Horror,11059,en,2003,Canada
6873,Intolerable Cruelty (2003),Comedy|Romance,11775,en,2003,United States of America
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,24,en,2003,United States of America
6875,Dopamine (2003),Comedy|Drama|Romance,54973,en,2003,United States of America
6876,"Flower of Evil, The (Fleur du mal, La) (2003)",Drama,10930,fr,2003,France
6877,Girls Will Be Girls (2003),Comedy,21059,en,2003,United States of America
6878,"Porn Theater (Chatte à deux têtes, La) (2002)",Drama,49475,fr,2002,France
6879,Runaway Jury (2003),Drama|Thriller,11329,en,2003,United States of America
6880,"Texas Chainsaw Massacre, The (2003)",Horror,9373,en,2003,United States of America
6881,Pieces of April (2003),Comedy|Drama,1550,en,2003,United States of America
6882,Returner (Ritaanaa) (2002),Action|Adventure|Sci-Fi,5493,ja,2002,Japan
6883,Sylvia (2003),Drama|Romance,28200,en,2003,United Kingdom
6884,Veronica Guerin (2003),Crime|Drama|Thriller,10629,en,2003,Ireland
6885,In the Cut (2003),Crime|Drama|Mystery|Romance|Thriller,10944,en,2003,Australia
6886,Beyond Borders (2003),Drama|Romance|War,9839,en,2003,Canada
6887,Radio (2003),Drama,13920,en,2003,United States of America
6888,Scary Movie 3 (2003),Comedy|Horror,4256,en,2003,United States of America
6889,Brother Bear (2003),Adventure|Animation|Children,10009,en,2003,United States of America
6890,Elephant (2003),Drama,1807,en,2003,United States of America
6891,Gypsy 83 (2001),Drama,33343,en,2001,United States of America
6892,"Singing Detective, The (2003)",Comedy|Drama|Musical|Mystery,30141,en,2003,United States of America
6893,"Italian Job, The (1969)",Action|Comedy|Crime,10536,en,1969,United Kingdom
6894,Impulse (1984),Mystery|Sci-Fi|Thriller,14157,en,1984,United States of America
6895,Normal (2003),Drama,67809,en,2003,United States of America
6896,Shoah (1985),Documentary|War,42044,fr,1985,France
6897,Unconditional Love (2002),Comedy|Drama,37922,en,2002,United States of America
6898,Sweet Sixteen (2002),Drama,1376,en,2002,Germany
6899,Alien from L.A. (1988),Sci-Fi,31397,en,1988,South Africa
6900,Black Sunday (1977),Action|Drama|Thriller,50374,en,1977,United States of America
6901,Men of Respect (1991),Crime|Drama|Thriller,96171,en,1991,United States of America
6902,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller,20312,en,2002,Canada
6903,Lipstick (1976),Drama,59809,en,1976,United States of America
6905,Storyville (1992),Drama|Thriller,135890,en,1992,United States of America
6906,That Was Then... This Is Now (1985),Drama,64945,en,1985,United States of America
6907,Holy Matrimony (1994),Comedy|Crime,2348,en,1994,United States of America
6908,"Black Scorpion, The (1957)",Sci-Fi,44591,en,1957,Mexico
6909,"Eye, The (Gin gwai) (Jian gui) (2002)",Thriller,10389,cn,2002,Hong Kong
6910,Kronos (a.k.a. Captain Kronos: Vampire Hunter) (1973),Horror,18979,en,1974,United Kingdom
6911,"Jolson Story, The (1946)",Musical,31206,en,1946,United States of America
6912,You'll Never Get Rich (1941),Comedy|Musical|Romance,28658,en,1941,United States of America
6913,Frankenstein and the Monster from Hell (1974),Horror,3117,en,1974,United Kingdom
6914,Preaching to the Perverted (1997),Comedy|Drama,20684,en,1997,United Kingdom
6915,Chicago Joe and the Showgirl (1990),Drama,27450,en,1990,United Kingdom
6916,"Magic Sword, The (1962)",Drama|Fantasy,26643,en,1962,United States of America
6917,Promised Land (1987),Drama,62327,en,1988,United States of America
6918,"Unvanquished, The (Aparajito) (1957)",Drama,897,bn,1956,India
6919,"Hired Hand, The (1971)",Western,42522,en,1971,United States of America
6920,"Cercle Rouge, Le (Red Circle, The) (1970)",Crime|Thriller,11657,fr,1970,France
6921,Man of Marble (Czlowiek z Marmuru) (1977),Drama,224,pl,1977,Poland
6923,Sherlock Holmes and the Voice of Terror (1942),Crime|Mystery|War,27117,en,1942,United States of America
6924,Sherlock Holmes Faces Death (1943),Crime|Mystery,50553,en,1943,United States of America
6925,Sherlock Holmes in Washington (1943),Crime|Mystery,44383,en,1943,United States of America
6926,"Solid Gold Cadillac, The (1956)",Comedy,78331,en,1956,United States of America
6927,"Human Stain, The (2003)",Drama|Romance|Thriller,10922,en,2003,France
6928,"Die, Mommie, Die (2003)",Comedy,43708,en,2003,United States of America
6929,Dirt (2001),Comedy|Crime,240177,en,2001,United States of America
6930,Girlhood (2003),Documentary,51707,en,2003,United States of America
6931,Mail Order Bride (2003),Comedy,30349,en,2003,United States of America
6932,Shattered Glass (2003),Crime|Drama,13537,en,2003,Canada
6933,Suspended Animation (2001),Thriller,28446,en,2001,United States of America
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,605,en,2003,United States of America
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Documentary,33222,en,2003,Ireland
6936,Elf (2003),Children|Comedy|Fantasy,10719,en,2003,United States of America
6937,Anything But Love (a.k.a. Standard Time) (2002),Musical|Romance,266741,en,2003,United States of America
6938,Billabong Odyssey (2003),Documentary,23995,en,2003,
6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),Drama|Romance,1277,de,1999,Germany
6940,In My Skin (Dans ma Peau) (2002),Drama,1836,fr,2002,France
6941,Just an American Boy (2003),Documentary,292974,en,2003,
6942,Love Actually (2003),Comedy|Drama|Romance,508,en,2003,France
6943,Love Forbidden (Défense d'aimer) (2002),Drama,197563,fr,2002,France
6944,Father of the Bride (1991),Comedy,11846,en,1991,United States of America
6945,My Architect: A Son's Journey (2003),Documentary,50314,en,2003,United States of America
6946,Looney Tunes: Back in Action (2003),Action|Animation|Children|Fantasy,10715,en,2003,United States of America
6947,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War,8619,en,2003,United States of America
6948,Tupac: Resurrection (2003),Documentary,21525,en,2003,United States of America
6949,"Big Empty, The (2003)",Comedy|Mystery|Sci-Fi,14892,en,2003,United States of America
6950,"Missing, The (2003)",Adventure|Thriller|Western,12146,en,2003,United States of America
6951,"Cat in the Hat, The (2003)",Children|Comedy,10588,en,2003,United States of America
6952,Gothika (2003),Horror|Thriller,4970,en,2003,United States of America
6953,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller,470,en,2003,United States of America
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",Comedy|Crime|Drama|Mystery|Romance,11042,fr,2003,Canada
6956,Blue Gate Crossing (Lan se da men) (2002),Drama|Romance,44708,zh,2002,Taiwan
6957,Bad Santa (2003),Comedy|Crime,10147,en,2003,United States of America
6958,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror,10756,en,2003,United States of America
6959,Timeline (2003),Action|Adventure|Sci-Fi,9562,en,2003,United States of America
6960,Marquis (1989),Drama,36068,fr,1989,Belgium
6961,Damage (Fatale) (1992),Drama,11012,en,1992,France
6962,OT: Our Town (2002),Documentary,279714,en,2002,
6963,Devil's Playground (2002),Documentary,30068,en,2002,United States of America
6964,Dance with a Stranger (1985),Crime|Drama|Thriller,40913,en,1985,United Kingdom
6965,Journeys with George (2002),Documentary,158413,en,2002,United States of America
6966,Darkman (1990),Action|Crime|Fantasy|Sci-Fi|Thriller,9556,en,1990,United States of America
6967,Dead of Night (1945),Horror|Mystery,13581,en,1945,United Kingdom
6968,Death Machine (1995),Action|Sci-Fi,1702,en,1994,United Kingdom
6969,"Dernier Combat, Le (Last Battle, The) (1983)",Drama|Sci-Fi,19184,fr,1983,France
6970,Desk Set (1957),Comedy|Romance,24203,en,1957,United States of America
6971,Europa (Zentropa) (1991),Drama|Thriller,9065,de,1991,Germany
6972,"Watermelon Woman, The (1996)",Documentary|Drama,44479,en,1996,United States of America
6973,Final Analysis (1992),Drama|Romance|Thriller,4823,en,1992,United States of America
6974,"Freshman, The (1990)",Comedy|Crime,10168,en,1990,United States of America
6975,Funny Games (1997),Drama|Horror|Thriller,10234,de,1997,Austria
6976,Tales from the Crypt (1972),Horror,38939,en,1972,United Kingdom
6977,New Jack City (1991),Action|Crime|Drama,10952,en,1991,United States of America
6978,Slacker (1991),Comedy|Drama,14022,en,1991,United States of America
6979,WarGames (1983),Drama|Sci-Fi|Thriller,860,en,1983,United States of America
6980,Mr. Hobbs Takes a Vacation (1962),Comedy,41521,en,1962,United States of America
6981,"Ordet (Word, The) (1955)",Drama,48035,da,1955,Denmark
6982,Forbidden Games (Jeux interdits) (1952),Drama|War,5000,fr,1952,France
6983,Jane Eyre (1944),Drama|Romance,22744,en,1943,United States of America
6984,"Tale of Two Cities, A (1935)",Drama,17831,en,1935,United States of America
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama,780,fr,1928,France
6986,Ben-Hur: A Tale of the Christ (1925),Adventure|Drama,31510,en,1925,Italy
6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",Crime|Fantasy|Horror,234,de,1920,Germany
6988,Broken Blossoms or The Yellow Man and the Girl (1919),Drama|Romance,899,en,1919,United States of America
6989,Gorky Park (1983),Crime|Drama|Thriller,8289,en,1983,United States of America
6990,"Great Train Robbery, The (a.k.a. First Great Train Robbery, The) (1979)",Action|Adventure|Comedy|Crime|Drama,11583,en,1978,United Kingdom
6991,"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)",Adventure|Drama|Romance,11002,en,1984,United Kingdom
6992,Guarding Tess (1994),Comedy|Drama,6472,en,1994,United States of America
6993,Hannah and Her Sisters (1986),Comedy|Drama|Romance,5143,en,1986,United States of America
6994,"Hard Way, The (1991)",Action|Comedy,11384,en,1991,United States of America
6995,Hercules in New York (1970),Action|Comedy|Fantasy,5227,en,1970,United States of America
6996,Highlander II: The Quickening (1991),Action|Sci-Fi,8010,en,1991,Argentina
6997,Hoffa (1992),Crime|Drama,10410,en,1992,United States of America
6998,House of Cards (1993),Drama,47095,en,1993,Italy
6999,Housesitter (1992),Comedy|Romance,10407,en,1992,United States of America
7000,Hudson Hawk (1991),Action|Adventure|Comedy,9292,en,1991,United States of America
7001,Invasion of the Body Snatchers (1978),Horror|Mystery|Sci-Fi|Thriller,11850,en,1978,United States of America
7002,Mindwalk (1990),Drama,48745,en,1990,Austria
7003,Kafka (1991),Comedy|Drama|Mystery|Sci-Fi|Thriller,2297,en,1991,France
7004,Kindergarten Cop (1990),Action|Comedy|Crime|Thriller,951,en,1990,United States of America
7005,King Ralph (1991),Comedy,10804,en,1991,United States of America
7006,Knight Moves (1992),Mystery|Thriller,5765,en,1992,Germany
7007,"Last Boy Scout, The (1991)",Action|Comedy|Crime|Drama|Thriller,9319,en,1991,United States of America
7008,Last Tango in Paris (Ultimo tango a Parigi) (1972),Drama|Romance,1643,it,1972,France
7009,Lorenzo's Oil (1992),Drama,2007,en,1992,Australia
7010,"Lover, The (Amant, L') (1992)",Drama|Romance,10995,fr,1992,France
7011,"Bullfighter, The (Matador) (1986)",Comedy|Crime|Drama,8047,es,1986,Spain
7012,Mr. Destiny (1990),Comedy|Fantasy,2612,en,1990,United States of America
7013,"Night of the Hunter, The (1955)",Drama|Film-Noir|Thriller,3112,en,1955,United States of America
7014,Nowhere to Run (1993),Action|Romance,10413,en,1993,United States of America
7015,Only the Lonely (1991),Comedy|Romance,2611,en,1991,United States of America
7016,Over the Top (1987),Action|Drama,1825,en,1987,United States of America
7017,Passenger 57 (1992),Action|Thriller,10538,en,1992,United States of America
7018,Presumed Innocent (1990),Crime|Drama|Thriller,11092,en,1990,United States of America
7019,Project X (1987),Comedy|Drama,18410,en,1987,United States of America
7020,Proof (1991),Comedy|Drama|Romance,14904,en,1991,Australia
7021,Pure Luck (1991),Comedy|Crime,19065,en,1991,United States of America
7022,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller,3176,ja,2000,Japan
7023,"Wedding Banquet, The (Xi yan) (1993)",Comedy|Drama|Romance,9261,zh,1993,Taiwan
7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",Drama,5336,it,1976,France
7025,"Midnight Clear, A (1992)",Drama|War,23908,en,1992,United States of America
7026,Summer School (1987),Comedy,14671,en,1987,United States of America
7027,Silverado (1985),Action|Western,11509,en,1985,United States of America
7028,Quick Change (1990),Comedy|Crime,10729,en,1990,United States of America
7029,Rabid (1977),Horror|Thriller,29437,en,1977,Canada
7030,Radio Flyer (1992),Drama,20763,en,1992,United States of America
7031,"Real McCoy, The (1993)",Action|Crime|Drama|Thriller,2047,en,1993,United States of America
7032,Revenge (1990),Drama|Romance|Thriller,14249,en,1990,Mexico
7033,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",Comedy|Romance,10021,en,1987,United States of America
7034,Show Me Love (Fucking Åmål) (1998),Drama|Romance,11634,sv,1998,Denmark
7035,Streets of Fire (1984),Action|Romance,14746,en,1984,United States of America
7036,Teen Wolf (1985),Comedy|Fantasy,11824,en,1985,United States of America
7037,High Heels (Tacones lejanos) (1991),Comedy|Drama,8222,es,1991,Spain
7038,Things You Can Tell Just by Looking at Her (2000),Drama|Romance,20067,en,2000,United States of America
7039,Thunderheart (1992),Crime|Mystery|Thriller,12395,en,1992,United States of America
7040,To Live and Die in L.A. (1985),Action|Crime|Drama|Thriller,9846,en,1985,United States of America
7041,Trapped in Paradise (1994),Comedy|Crime,23719,en,1994,United States of America
7042,Betty Blue (37°2 le matin) (1986),Drama|Romance,11986,fr,1986,France
7043,Vivre sa vie: Film en douze tableaux (My Life to Live) (1962),Drama,1626,fr,1962,France
7044,Wild at Heart (1990),Crime|Drama|Mystery|Romance|Thriller,483,en,1990,United States of America
7045,"Witches, The (1990)",Children|Fantasy,10166,en,1990,United Kingdom
7046,"Witches of Eastwick, The (1987)",Comedy|Fantasy|Horror|Thriller,6069,en,1987,United States of America
7047,Year of the Dragon (1985),Action|Crime|Drama,11018,en,1985,United States of America
7048,Nothing to Lose (1997),Action|Adventure|Comedy|Crime,11676,en,1997,United States of America
7049,Flying Down to Rio (1933),Comedy|Musical|Romance,28293,en,1933,United States of America
7050,Follow the Fleet (1936),Comedy|Musical|Romance,28292,en,1936,United States of America
7051,"What's New, Pussycat (1965)",Comedy,3681,en,1965,France
7052,Mary of Scotland (1936),Drama,43875,en,1936,United States of America
7053,Roberta (1935),Comedy|Musical|Romance,31798,en,1935,United States of America
7054,Little Women (1949),Drama,43436,en,1949,United States of America
7055,Swing Time (1936),Comedy|Musical|Romance,20325,en,1936,United States of America
7056,"Public Enemy, The (1931)",Action|Crime|Drama,17687,en,1931,United States of America
7057,"Midsummer Night's Dream, A (1935)",Comedy|Fantasy|Romance,19075,en,1935,United States of America
7058,Life with Father (1947),Comedy,41465,en,1947,United States of America
7059,National Velvet (1944),Children|Drama,17641,en,1945,United States of America
7060,Jesus Christ Superstar (1973),Drama|Musical,12545,en,1973,United States of America
7061,Dark Victory (1939),Drama|Romance,27972,en,1939,United States of America
7062,Birdman of Alcatraz (1962),Drama,898,en,1962,United States of America
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",Adventure|Drama,2000,de,1972,Germany
7064,Beauty and the Beast (La belle et la bête) (1946),Drama|Fantasy,648,fr,1946,France
7065,"Birth of a Nation, The (1915)",Drama|War,618,en,1915,United States of America
7066,"Blue Kite, The (Lan feng zheng) (1993)",Drama,44162,zh,1994,China
7067,Juliet of the Spirits (Giulietta degli spiriti) (1965),Comedy|Drama|Fantasy|Romance,19120,it,1965,Italy
7068,Last Year at Marienbad (L'Année dernière à Marienbad) (1961),Drama|Mystery|Romance,4024,fr,1961,France
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",Drama,11316,en,1971,United Kingdom
7070,Red River (1948),Action|Adventure|Western,3089,en,1948,United States of America
7071,"Woman Under the Influence, A (1974)",Drama,29845,en,1974,United States of America
7072,Stagecoach (1939),Action|Drama|Romance|Western,995,en,1939,United States of America
7073,"Shot in the Dark, A (1964)",Comedy|Crime|Mystery,1594,en,1964,United Kingdom
7074,"Navigator, The (1924)",Comedy,32318,en,1924,United States of America
7075,"Court Jester, The (1956)",Adventure|Comedy|Musical,11839,en,1955,United States of America
7076,Bullitt (1968),Action|Crime|Drama|Thriller,916,en,1968,United States of America
7077,Way Down East (1920),Drama|Romance,31509,en,1920,United States of America
7078,Jezebel (1938),Drama,1976,en,1938,United States of America
7079,"Hunchback of Notre Dame, The (1939)",Drama,31685,en,1939,United States of America
7080,42nd Street (1933),Drama|Musical|Romance,3062,en,1933,United States of America
7081,I'm No Angel (1933),Comedy,34456,en,1933,United States of America
7082,That Touch of Mink (1962),Comedy|Romance,12708,en,1962,United States of America
7083,Sweet Dreams (1985),Drama,42045,en,1985,United States of America
7084,"Play It Again, Sam (1972)",Comedy|Romance,11610,en,1972,United States of America
7085,Send Me No Flowers (1964),Comedy|Romance,4939,en,1964,United States of America
7086,Pygmalion (1938),Comedy|Drama,25016,en,1939,United Kingdom
7087,"Passage to India, A (1984)",Adventure|Drama,15927,en,1984,United Kingdom
7088,Black Orpheus (Orfeu Negro) (1959),Drama|Romance,40423,pt,1959,Brazil
7089,Amarcord (1973),Comedy|Drama,7857,it,1973,France
7090,Hero (Ying xiong) (2002),Action|Adventure|Drama,79,zh,2002,China
7091,Horse Feathers (1932),Comedy,13912,en,1932,United States of America
7092,Anna Karenina (1935),Drama|Romance,70881,en,1935,United States of America
7093,"Front Page, The (1974)",Comedy,987,en,1974,United States of America
7094,Attraction (2000),Drama|Romance|Thriller,65869,en,2001,United States of America
7095,Looking for Mr. Goodbar (1977),Drama,37749,en,1977,United States of America
7096,Rivers and Tides (2001),Documentary,30140,en,2001,Canada
7097,"Girl From Paris, A (hirondelle a fait le printemps, Une) (2001)",Comedy|Drama,33302,fr,2001,France
7098,Seven Days to Noon (1950),Drama|Thriller,46932,en,1950,United Kingdom
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi,81,ja,1984,Japan
7100,CrissCross (1992),Drama,70423,en,1992,United States of America
7101,Doc Hollywood (1991),Comedy|Romance,11821,en,1991,United States of America
7102,Dragnet (1987),Comedy|Crime|Drama,10023,en,1987,United States of America
7103,Madhouse (1990),Comedy,51036,en,1990,United States of America
7104,1941 (1979),Comedy|War,11519,en,1979,United States of America
7105,"Shot at Glory, A (2000)",Drama,72087,en,2000,United Kingdom
7106,Black and White in Color (Noirs et blancs en couleur) (1976),Drama|War,42238,fr,1976,Cote D'Ivoire
7107,Foul Play (1978),Comedy|Thriller,15659,en,1978,United States of America
7108,Crime Story (Zhong an zu) (1993),Action|Crime|Drama,18857,cn,1993,Hong Kong
7109,Beyond the Clouds (Al di là delle nuvole) (1996),Drama|Romance,33517,fr,1995,Germany
7110,Blind Beast (Môjuu) (1969),Drama|Thriller,27425,ja,1969,Japan
7111,Ryan's Daughter (1970),Drama|Romance,38953,en,1970,Ireland
7112,Accident (1967),Crime|Drama,74544,en,1967,United Kingdom
7113,Cabeza de Vaca (1991),Action|Adventure,41785,es,1991,Mexico
7114,"Collector, The (1965)",Drama|Horror|Thriller,42740,en,1965,United Kingdom
7115,Deep Red (Profondo rosso) (1975),Horror|Mystery|Thriller,20126,it,1975,Italy
7116,Diabolique (Les diaboliques) (1955),Horror|Mystery|Thriller,827,fr,1955,France
7117,Leprechaun (1993),Comedy|Horror,11811,en,1993,United States of America
7118,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),Animation|Drama|Sci-Fi|War,20043,ja,1987,Japan
7119,Crazy People (1990),Comedy,16814,en,1990,United States of America
7120,DarkWolf (2003),Horror,4368,en,2003,United States of America
7121,Adam's Rib (1949),Comedy|Romance,25431,en,1949,United States of America
7122,King of Hearts (1966),Comedy|Drama|War,17685,fr,1966,France
7123,Naked Lunch (1991),Drama|Fantasy|Mystery|Sci-Fi,2742,en,1991,Canada
7124,Grass (1999),Documentary,22010,en,1999,Canada
7125,Spring Forward (1999),Drama,51145,en,2000,United States of America
7126,"Killing of a Chinese Bookie, The (1976)",Comedy|Crime|Drama|Film-Noir|Musical,32040,en,1976,United States of America
7127,Run (1991),Action|Drama|Thriller,48129,en,1991,United States of America
7128,Things to Come (1936),Sci-Fi,3596,en,1936,United Kingdom
7129,Queen of Hearts (1989),Comedy|Drama|Romance,120637,en,1989,United Kingdom
7130,Darling (1965),Drama,24134,en,1965,United Kingdom
7131,"Summer Place, A (1959)",Drama,18904,en,1959,United States of America
7132,"Night at the Opera, A (1935)",Comedy|Musical|Romance,37719,en,1935,United States of America
7133,Metalstorm: The Destruction of Jared-Syn (1983),Action|Adventure|Sci-Fi,47364,en,1983,United States of America
7134,"Element of Crime, The (Forbrydelsens Element) (1984)",Drama|Thriller,9063,da,1984,Denmark
7135,Shoot the Piano Player (Tirez sur le pianiste) (1960),Crime|Drama|Romance|Thriller,1818,fr,1960,France
7136,Stolen Kisses (Baisers volés) (1968),Comedy|Drama|Romance,255,fr,1968,France
7137,"Cooler, The (2003)",Comedy|Drama|Romance,10744,en,2003,United Kingdom
7138,"Bonaerense, El (2002)",Action|Drama,83505,es,2002,Argentina
7139,In America (2002),Drama|Romance,10511,en,2003,Ireland
7140,"Legend of Leigh Bowery, The (2002)",Documentary,180399,en,2002,Denmark
7141,My Flesh and Blood (2003),Documentary,22289,en,2003,United States of America
7142,Honey (2003),Drama|Romance,10028,en,2003,United States of America
7143,"Last Samurai, The (2003)",Action|Adventure|Drama|War,616,en,2003,New Zealand
7144,Forget Baghdad: Jews and Arabs - The Iraqi Connection (2002),Documentary,288953,en,2002,Germany
7146,What Alice Found (2003),Crime|Drama,96393,en,2003,United States of America
7147,Big Fish (2003),Drama|Fantasy|Romance,587,en,2003,United States of America
7148,Love Don't Cost a Thing (2003),Drama|Romance,21542,en,2003,United States of America
7149,Something's Gotta Give (2003),Comedy|Drama|Romance,6964,en,2003,United States of America
7150,Stuck on You (2003),Comedy,1792,en,2003,United States of America
7151,Girl with a Pearl Earring (2003),Drama|Romance,3635,en,2003,France
7152,"Statement, The (2003)",Drama|Thriller,41488,en,2003,France
